Station,Date(YYYYMMDD),Hour,Wind direction,Hourly Average Wind speed,Windspeed Average Last 10 Minutes,Maximum Wind Gust,Temperature,Minimum Temperature Last 6 Hours,Dew Temperature,Sunshine duration,Global Radiation,Precipitation Duration,Hourly Precipitation Amount,Air Pressure,Horizontal visibility,Cloud cover,Relative atmospheric humidity,Weather code,Weather code Indicator,Fog,Rainfall,Snow,Thunder,Ice Formation
260,20180101,1,220,8.0,10.0,14.0,8.5,0.0,4.0,0,0,0,0,9951,72,8,73,0,5,0,0,0,0,0
260,20180101,2,240,9.0,7.0,19.0,7.1,0.0,5.6,0,0,5,15,9955,50,8,90,82,7,0,1,0,0,0
260,20180101,3,260,8.0,7.0,17.0,7.8,0.0,4.4,0,0,10,12,9969,75,8,79,61,7,0,1,0,0,0
260,20180101,4,240,8.0,8.0,16.0,8.0,0.0,3.8,0,0,0,-1,9982,75,8,74,23,7,0,1,0,0,0
260,20180101,5,250,7.0,6.0,15.0,7.5,0.0,3.6,0,0,0,0,9989,75,7,76,0,5,0,0,0,0,0
260,20180101,6,240,6.0,5.0,11.0,6.9,6.1,2.9,0,0,0,0,9996,75,2,75,1,7,0,0,0,0,0
260,20180101,7,230,5.0,6.0,9.0,6.5,0.0,3.5,0,0,0,0,10001,70,8,81,0,5,0,0,0,0,0
260,20180101,8,210,6.0,6.0,10.0,6.2,0.0,3.5,0,0,0,0,10002,70,2,82,0,5,0,0,0,0,0
260,20180101,9,210,7.0,8.0,12.0,6.6,0.0,3.8,0,5,0,0,10003,70,8,82,0,5,0,0,0,0,0
260,20180101,10,210,8.0,7.0,13.0,7.1,0.0,4.0,7,38,0,0,10001,75,7,80,0,5,0,0,0,0,0
260,20180101,11,220,8.0,8.0,14.0,7.4,0.0,3.8,7,63,0,0,9996,75,7,77,0,5,0,0,0,0,0
260,20180101,12,210,7.0,6.0,13.0,7.0,5.4,3.7,7,58,0,0,9987,75,8,79,0,5,0,0,0,0,0
260,20180101,13,200,5.0,5.0,11.0,7.5,0.0,4.0,0,35,0,0,9978,75,8,78,0,5,0,0,0,0,0
260,20180101,14,190,4.0,4.0,8.0,7.5,0.0,4.0,0,18,0,0,9969,73,8,78,0,5,0,0,0,0,0
260,20180101,15,180,3.0,3.0,6.0,7.6,0.0,4.2,0,7,0,0,9965,72,8,79,0,5,0,0,0,0,0
260,20180101,16,160,3.0,2.0,6.0,6.4,0.0,5.3,0,0,6,2,9963,59,8,93,58,7,0,1,0,0,0
260,20180101,17,160,2.0,1.0,4.0,6.1,0.0,5.5,0,0,9,4,9965,59,8,96,52,7,0,1,0,0,0
260,20180101,18,220,1.0,2.0,3.0,6.0,5.8,5.3,0,0,10,4,9968,61,8,95,57,7,0,1,0,0,0
260,20180101,19,250,2.0,1.0,4.0,5.6,0.0,4.9,0,0,9,3,9974,65,8,95,51,7,0,1,0,0,0
260,20180101,20,270,1.0,2.0,3.0,5.4,0.0,4.6,0,0,3,1,9985,65,8,94,51,7,0,1,0,0,0
260,20180101,21,250,2.0,2.0,5.0,5.8,0.0,4.7,0,0,10,2,9993,63,8,92,57,7,0,1,0,0,0
260,20180101,22,250,3.0,3.0,6.0,6.1,0.0,4.5,0,0,2,1,10004,70,8,89,23,7,0,1,0,0,0
260,20180101,23,250,3.0,4.0,6.0,6.1,0.0,4.6,0,0,0,-1,10014,65,8,90,51,7,0,1,0,0,0
260,20180101,24,240,3.0,3.0,8.0,5.3,4.6,4.3,0,0,5,3,10021,65,5,93,23,7,0,1,0,0,0
260,20180102,1,230,2.0,3.0,5.0,5.2,0.0,4.4,0,0,0,0,10028,65,4,94,0,5,0,0,0,0,0
260,20180102,2,230,2.0,2.0,4.0,4.8,0.0,4.2,0,0,0,0,10037,65,8,95,0,5,0,0,0,0,0
260,20180102,3,270,2.0,2.0,4.0,5.4,0.0,4.8,0,0,0,0,10047,65,7,96,0,5,0,0,0,0,0
260,20180102,4,260,3.0,3.0,6.0,5.8,0.0,4.7,0,0,0,-1,10053,65,6,93,22,7,0,1,0,0,0
260,20180102,5,270,4.0,4.0,8.0,6.1,0.0,4.9,0,0,5,3,10065,65,8,92,81,7,0,1,0,0,0
260,20180102,6,280,4.0,5.0,10.0,6.2,3.2,4.9,0,0,7,3,10076,58,8,91,81,7,0,1,0,0,0
260,20180102,7,270,4.0,3.0,7.0,5.6,0.0,3.0,0,0,0,-1,10084,70,3,83,23,7,0,1,0,0,0
260,20180102,8,270,4.0,3.0,9.0,6.2,0.0,3.0,0,0,0,0,10096,75,8,80,0,5,0,0,0,0,0
260,20180102,9,250,4.0,4.0,9.0,6.1,0.0,3.6,2,8,0,-1,10100,70,6,83,23,7,0,1,0,0,0
260,20180102,10,240,3.0,3.0,8.0,6.8,0.0,4.6,5,31,0,-1,10106,70,2,86,23,7,0,1,0,0,0
260,20180102,11,250,4.0,5.0,9.0,6.9,0.0,3.8,7,53,0,0,10111,75,8,80,0,5,0,0,0,0,0
260,20180102,12,230,4.0,4.0,8.0,6.9,4.6,3.9,0,34,0,0,10100,70,8,81,2,7,0,0,0,0,0
260,20180102,13,220,4.0,5.0,8.0,7.0,0.0,4.2,0,26,0,0,10102,67,8,82,0,5,0,0,0,0,0
260,20180102,14,210,5.0,5.0,10.0,6.7,0.0,3.9,0,13,0,0,10092,68,8,82,0,5,0,0,0,0,0
260,20180102,15,210,5.0,5.0,9.0,6.3,0.0,3.4,0,8,0,0,10088,68,8,81,0,5,0,0,0,0,0
260,20180102,16,180,4.0,4.0,9.0,6.0,0.0,3.3,0,1,0,0,10074,70,8,82,0,5,0,0,0,0,0
260,20180102,17,180,5.0,6.0,10.0,6.3,0.0,3.7,0,0,0,-1,10062,64,8,83,51,7,0,1,0,0,0
260,20180102,18,190,6.0,6.0,11.0,6.3,5.6,4.6,0,0,4,1,10048,62,8,89,57,7,0,1,0,0,0
260,20180102,19,180,7.0,7.0,12.0,5.9,0.0,5.0,0,0,9,2,10028,47,8,94,81,7,0,1,0,0,0
260,20180102,20,190,7.0,7.0,13.0,6.2,0.0,5.3,0,0,8,2,10015,62,8,94,51,7,0,1,0,0,0
260,20180102,21,200,6.0,5.0,12.0,7.0,0.0,6.2,0,0,3,1,10002,62,8,94,81,7,0,1,0,0,0
260,20180102,22,190,6.0,5.0,10.0,7.9,0.0,7.1,0,0,8,4,9979,60,8,95,81,7,0,1,0,0,0
260,20180102,23,200,6.0,7.0,12.0,8.7,0.0,7.9,0,0,9,9,9962,59,8,94,58,7,0,1,0,0,0
260,20180102,24,200,8.0,7.0,14.0,8.9,5.8,7.8,0,0,9,20,9934,61,8,92,61,7,0,1,0,0,0
260,20180103,1,180,8.0,8.0,13.0,9.1,0.0,8.5,0,0,10,4,9890,56,8,95,58,7,0,1,0,0,0
260,20180103,2,190,9.0,9.0,15.0,9.8,0.0,9.2,0,0,9,22,9854,56,8,95,62,7,0,1,0,0,0
260,20180103,3,270,11.0,10.0,29.0,10.4,0.0,7.4,0,0,10,52,9837,63,8,81,61,7,0,1,0,0,0
260,20180103,4,250,7.0,7.0,20.0,10.6,0.0,6.1,0,0,0,-1,9845,75,8,73,23,7,0,1,0,0,0
260,20180103,5,250,8.0,9.0,17.0,10.0,0.0,6.0,0,0,0,0,9845,71,8,76,0,5,0,0,0,0,0
260,20180103,6,280,9.0,10.0,18.0,5.8,6.0,3.3,0,0,1,5,9853,58,8,83,92,7,0,1,0,1,0
260,20180103,7,260,8.0,8.0,16.0,7.0,0.0,2.8,0,0,5,6,9851,75,7,74,26,7,0,1,0,1,0
260,20180103,8,260,8.0,10.0,18.0,7.8,0.0,2.6,0,0,0,0,9856,75,4,69,0,5,0,0,0,0,0
260,20180103,9,250,9.0,11.0,20.0,8.3,0.0,2.3,0,8,0,0,9859,74,8,65,3,7,0,0,0,0,0
260,20180103,10,260,11.0,10.0,20.0,7.6,0.0,3.5,0,6,8,3,9864,61,8,75,57,7,0,1,0,0,0
260,20180103,11,260,12.0,11.0,24.0,8.6,0.0,3.0,0,8,6,2,9875,68,8,67,23,7,0,1,0,0,0
260,20180103,12,270,11.0,11.0,23.0,8.8,5.2,3.2,0,11,0,-1,9888,69,8,68,23,7,0,1,0,0,0
260,20180103,13,270,11.0,10.0,22.0,8.9,0.0,3.6,0,15,0,0,9905,68,8,69,0,5,0,0,0,0,0
260,20180103,14,260,11.0,11.0,24.0,8.9,0.0,3.9,2,23,0,0,9921,70,8,70,0,5,0,0,0,0,0
260,20180103,15,260,9.0,8.0,20.0,8.5,0.0,4.4,0,5,2,1,9934,65,8,75,51,7,0,1,0,0,0
260,20180103,16,270,9.0,9.0,19.0,9.1,0.0,3.8,0,0,0,-1,9946,71,8,69,23,7,0,1,0,0,0
260,20180103,17,270,8.0,8.0,16.0,9.2,0.0,3.8,0,0,0,0,9952,69,8,68,0,5,0,0,0,0,0
260,20180103,18,260,8.0,8.0,16.0,9.2,7.6,3.5,0,0,0,0,9957,70,8,67,2,7,0,0,0,0,0
260,20180103,19,260,8.0,9.0,16.0,9.2,0.0,3.2,0,0,0,-1,9964,70,8,65,23,7,0,1,0,0,0
260,20180103,20,260,8.0,8.0,16.0,8.9,0.0,3.7,0,0,0,-1,9971,65,8,69,81,7,0,1,0,0,0
260,20180103,21,260,8.0,8.0,15.0,8.8,0.0,3.2,0,0,0,-1,9971,64,8,68,23,7,0,1,0,0,0
260,20180103,22,260,7.0,7.0,14.0,8.8,0.0,3.3,0,0,0,0,9969,64,8,68,0,5,0,0,0,0,0
260,20180103,23,250,7.0,7.0,13.0,8.4,0.0,4.3,0,0,0,-1,9973,60,8,75,57,7,0,1,0,0,0
260,20180103,24,250,7.0,7.0,14.0,8.6,8.0,4.2,0,0,0,-1,9974,62,8,73,23,7,0,1,0,0,0
260,20180104,1,250,6.0,5.0,13.0,8.6,0.0,3.9,0,0,0,-1,9972,62,8,72,23,7,0,1,0,0,0
260,20180104,2,250,7.0,6.0,15.0,8.5,0.0,4.2,0,0,0,0,9975,61,8,74,0,5,0,0,0,0,0
260,20180104,3,250,6.0,6.0,14.0,8.3,0.0,4.5,0,0,0,0,9973,61,8,77,2,7,0,0,0,0,0
260,20180104,4,250,6.0,5.0,12.0,7.6,0.0,4.2,0,0,0,0,9973,61,4,79,0,5,0,0,0,0,0
260,20180104,5,230,4.0,4.0,9.0,6.9,0.0,4.3,0,0,0,0,9972,60,8,83,0,5,0,0,0,0,0
260,20180104,6,240,4.0,4.0,7.0,7.0,6.2,4.7,0,0,0,0,9969,60,8,85,2,7,0,0,0,0,0
260,20180104,7,230,4.0,5.0,9.0,7.1,0.0,4.7,0,0,0,0,9966,60,8,84,0,5,0,0,0,0,0
260,20180104,8,220,4.0,5.0,7.0,6.9,0.0,5.2,0,0,0,0,9962,60,8,88,0,5,0,0,0,0,0
260,20180104,9,220,4.0,4.0,8.0,7.0,0.0,5.3,0,3,0,0,9959,61,6,88,0,5,0,0,0,0,0
260,20180104,10,200,4.0,5.0,7.0,7.3,0.0,5.6,0,17,0,-1,9948,62,8,89,51,7,0,1,0,0,0
260,20180104,11,190,4.0,4.0,7.0,7.6,0.0,5.8,0,26,0,-1,9940,63,8,88,22,7,0,1,0,0,0
260,20180104,12,190,4.0,3.0,6.0,7.8,6.3,6.4,0,26,0,-1,9927,58,8,90,51,7,0,1,0,0,0
260,20180104,13,170,4.0,3.0,7.0,7.0,0.0,6.3,0,20,6,2,9909,45,8,94,52,7,0,1,0,0,0
260,20180104,14,170,3.0,3.0,6.0,7.1,0.0,6.8,0,9,10,4,9897,35,8,97,52,7,0,1,0,0,0
260,20180104,15,230,4.0,4.0,7.0,9.3,0.0,8.5,2,6,0,-1,9888,64,8,94,22,7,0,1,0,0,0
260,20180104,16,240,5.0,5.0,10.0,10.4,0.0,9.1,0,2,0,0,9887,59,8,91,10,7,0,0,0,0,0
260,20180104,17,240,7.0,8.0,15.0,10.2,0.0,8.1,0,0,0,0,9883,58,7,86,10,7,0,0,0,0,0
260,20180104,18,240,8.0,8.0,14.0,10.3,7.0,7.2,0,0,0,0,9887,58,8,81,10,7,0,0,0,0,0
260,20180104,19,250,8.0,10.0,17.0,10.1,0.0,5.2,0,0,0,0,9894,65,8,71,0,5,0,0,0,0,0
260,20180104,20,260,9.0,10.0,18.0,9.3,0.0,3.9,0,0,0,0,9908,76,8,68,0,5,0,0,0,0,0
260,20180104,21,260,9.0,8.0,18.0,8.2,0.0,2.4,0,0,0,0,9917,80,7,67,0,5,0,0,0,0,0
260,20180104,22,260,7.0,7.0,15.0,7.8,0.0,2.6,0,0,0,0,9928,75,4,70,0,5,0,0,0,0,0
260,20180104,23,250,7.0,8.0,14.0,7.9,0.0,3.1,0,0,0,0,9930,75,8,71,0,5,0,0,0,0,0
260,20180104,24,240,6.0,7.0,12.0,7.5,6.9,3.2,0,0,0,0,9934,75,8,74,0,5,0,0,0,0,0
260,20180105,1,240,6.0,6.0,12.0,7.2,0.0,3.3,0,0,0,0,9934,75,5,76,0,5,0,0,0,0,0
260,20180105,2,240,6.0,6.0,11.0,7.6,0.0,3.5,0,0,0,0,9938,75,8,75,0,5,0,0,0,0,0
260,20180105,3,250,6.0,5.0,13.0,6.7,0.0,2.0,0,0,0,-1,9935,75,8,71,22,7,0,1,0,0,0
260,20180105,4,250,4.0,3.0,10.0,5.7,0.0,3.2,0,0,6,3,9932,69,8,84,81,7,0,1,0,0,0
260,20180105,5,230,3.0,3.0,6.0,5.0,0.0,3.6,0,0,10,12,9933,69,8,90,61,7,0,1,0,0,0
260,20180105,6,240,3.0,4.0,7.0,5.5,4.8,3.1,0,0,0,-1,9939,70,8,84,23,7,0,1,0,0,0
260,20180105,7,230,4.0,4.0,7.0,5.5,0.0,3.5,0,0,0,0,9942,70,8,87,0,5,0,0,0,0,0
260,20180105,8,220,4.0,4.0,6.0,5.6,0.0,4.3,0,0,0,0,9949,65,8,91,0,5,0,0,0,0,0
260,20180105,9,230,4.0,3.0,6.0,6.2,0.0,5.2,0,4,0,-1,9957,65,8,93,23,7,0,1,0,0,0
260,20180105,10,220,3.0,3.0,6.0,6.7,0.0,5.6,0,13,0,-1,9958,65,8,92,22,7,0,1,0,0,0
260,20180105,11,230,3.0,3.0,6.0,7.2,0.0,5.3,0,21,0,0,9958,70,8,87,0,5,0,0,0,0,0
260,20180105,12,210,3.0,3.0,5.0,7.5,4.7,5.8,0,24,0,0,9955,68,8,89,2,7,0,0,0,0,0
260,20180105,13,200,3.0,4.0,7.0,8.1,0.0,5.6,0,24,0,0,9954,66,8,84,0,5,0,0,0,0,0
260,20180105,14,190,3.0,4.0,6.0,8.5,0.0,6.3,0,22,0,0,9953,63,8,85,0,5,0,0,0,0,0
260,20180105,15,190,4.0,5.0,7.0,8.6,0.0,6.5,0,8,0,-1,9953,61,8,86,81,7,0,1,0,0,0
260,20180105,16,250,4.0,2.0,15.0,6.1,0.0,4.9,0,0,8,12,9959,65,8,92,51,7,0,1,0,0,0
260,20180105,17,210,2.0,2.0,5.0,4.7,0.0,4.2,0,0,0,-1,9962,65,3,96,22,7,0,1,0,0,0
260,20180105,18,210,3.0,4.0,6.0,5.6,1.8,4.8,0,0,0,0,9966,65,3,94,2,7,0,0,0,0,0
260,20180105,19,210,4.0,4.0,7.0,5.8,0.0,4.6,0,0,0,0,9970,65,2,91,0,5,0,0,0,0,0
260,20180105,20,210,4.0,5.0,8.0,5.9,0.0,4.5,0,0,0,0,9978,70,0,90,0,5,0,0,0,0,0
260,20180105,21,220,5.0,5.0,9.0,6.0,0.0,4.4,0,0,0,0,9984,70,0,89,0,5,0,0,0,0,0
260,20180105,22,220,5.0,5.0,9.0,5.9,0.0,3.8,0,0,0,0,9990,70,0,86,0,5,0,0,0,0,0
260,20180105,23,220,5.0,5.0,8.0,5.5,0.0,3.6,0,0,0,0,9998,70,5,87,0,5,0,0,0,0,0
260,20180105,24,220,5.0,5.0,8.0,5.5,4.6,3.5,0,0,0,0,10006,70,7,87,0,5,0,0,0,0,0
260,20180106,1,220,4.0,4.0,8.0,5.2,0.0,3.4,0,0,0,0,10014,70,8,88,0,5,0,0,0,0,0
260,20180106,2,230,4.0,4.0,7.0,5.3,0.0,3.6,0,0,0,0,10018,70,8,88,0,5,0,0,0,0,0
260,20180106,3,230,3.0,3.0,7.0,4.9,0.0,3.4,0,0,0,0,10023,70,8,89,0,5,0,0,0,0,0
260,20180106,4,210,2.0,3.0,4.0,4.0,0.0,3.0,0,0,0,0,10026,65,8,93,0,5,0,0,0,0,0
260,20180106,5,210,3.0,3.0,5.0,4.6,0.0,3.7,0,0,0,0,10033,62,8,93,0,5,0,0,0,0,0
260,20180106,6,210,2.0,3.0,4.0,3.8,2.1,3.0,0,0,0,0,10039,60,8,94,0,5,0,0,0,0,0
260,20180106,7,160,2.0,2.0,3.0,3.1,0.0,2.8,0,0,0,0,10046,56,8,97,10,7,0,0,0,0,0
260,20180106,8,170,1.0,2.0,3.0,3.3,0.0,2.8,0,0,0,0,10057,57,8,96,10,7,0,0,0,0,0
260,20180106,9,0,1.0,0.0,3.0,3.3,0.0,2.8,2,12,0,0,10066,57,8,96,10,7,0,0,0,0,0
260,20180106,10,170,1.0,1.0,2.0,4.3,0.0,3.4,0,21,0,0,10074,60,8,94,0,5,0,0,0,0,0
260,20180106,11,200,1.0,1.0,3.0,5.3,0.0,4.1,0,27,0,0,10081,62,8,91,0,5,0,0,0,0,0
260,20180106,12,990,1.0,1.0,1.0,6.2,1.6,4.6,0,37,0,0,10087,63,8,89,0,5,0,0,0,0,0
260,20180106,13,340,1.0,1.0,2.0,6.6,0.0,4.7,0,41,0,0,10092,63,8,87,0,5,0,0,0,0,0
260,20180106,14,350,2.0,2.0,4.0,6.4,0.0,4.8,2,32,0,0,10100,62,8,89,0,5,0,0,0,0,0
260,20180106,15,30,3.0,4.0,6.0,6.3,0.0,4.4,3,16,0,0,10108,70,8,87,0,5,0,0,0,0,0
260,20180106,16,20,4.0,4.0,7.0,6.0,0.0,4.4,0,3,0,0,10117,70,8,89,0,5,0,0,0,0,0
260,20180106,17,40,4.0,5.0,8.0,5.5,0.0,3.1,0,0,0,0,10128,70,8,84,0,5,0,0,0,0,0
260,20180106,18,40,4.0,4.0,8.0,5.2,4.7,3.3,0,0,0,0,10140,70,8,88,0,5,0,0,0,0,0
260,20180106,19,30,4.0,4.0,7.0,4.5,0.0,2.2,0,0,0,0,10151,70,8,85,0,5,0,0,0,0,0
260,20180106,20,40,4.0,4.0,8.0,4.0,0.0,1.4,0,0,0,0,10162,70,8,83,0,5,0,0,0,0,0
260,20180106,21,30,4.0,4.0,7.0,3.3,0.0,0.8,0,0,0,0,10175,70,8,83,0,5,0,0,0,0,0
260,20180106,22,50,4.0,4.0,7.0,2.8,0.0,0.6,0,0,0,0,10183,70,8,85,0,5,0,0,0,0,0
260,20180106,23,40,4.0,4.0,6.0,2.4,0.0,0.4,0,0,0,0,10191,70,8,86,0,5,0,0,0,0,0
260,20180106,24,40,3.0,4.0,6.0,2.2,1.2,0.3,0,0,0,0,10198,70,8,87,0,5,0,0,0,0,0
260,20180107,1,40,5.0,5.0,10.0,2.2,0.0,0.2,0,0,0,0,10207,70,8,86,0,5,0,0,0,0,0
260,20180107,2,50,6.0,6.0,11.0,2.4,0.0,-0.1,0,0,0,0,10216,70,8,83,0,5,0,0,0,0,0
260,20180107,3,50,6.0,6.0,10.0,2.2,0.0,-0.4,0,0,0,0,10224,70,8,82,0,5,0,0,0,0,0
260,20180107,4,40,5.0,6.0,9.0,1.8,0.0,-1.0,0,0,0,0,10231,70,8,81,0,5,0,0,0,0,0
260,20180107,5,40,6.0,5.0,10.0,1.4,0.0,-1.2,0,0,0,0,10237,70,8,82,0,5,0,0,0,0,0
260,20180107,6,50,6.0,7.0,11.0,1.0,0.4,-1.6,0,0,0,0,10246,70,2,83,0,5,0,0,0,0,0
260,20180107,7,50,7.0,6.0,11.0,0.5,0.0,-1.9,0,0,0,0,10256,70,6,84,0,5,0,0,0,0,0
260,20180107,8,50,6.0,6.0,9.0,0.3,0.0,-2.2,0,0,0,0,10267,70,6,83,0,5,0,0,0,0,0
260,20180107,9,50,6.0,6.0,10.0,0.3,0.0,-2.1,2,9,0,0,10273,70,0,83,0,5,0,0,0,0,0
260,20180107,10,50,6.0,5.0,10.0,1.2,0.0,-2.3,10,49,0,0,10280,75,0,77,0,5,0,0,0,0,0
260,20180107,11,50,6.0,5.0,10.0,1.9,0.0,-2.5,10,72,0,0,10281,75,0,72,0,5,0,0,0,0,0
260,20180107,12,50,6.0,7.0,11.0,2.6,-0.5,-3.0,10,88,0,0,10278,80,0,66,0,5,0,0,0,0,0
260,20180107,13,50,6.0,5.0,11.0,2.9,0.0,-2.4,10,86,0,0,10277,80,0,68,0,5,0,0,0,0,0
260,20180107,14,50,6.0,7.0,10.0,2.6,0.0,-2.4,10,65,0,0,10272,80,0,69,0,5,0,0,0,0,0
260,20180107,15,50,6.0,6.0,10.0,2.1,0.0,-2.6,10,36,0,0,10275,75,0,70,0,5,0,0,0,0,0
260,20180107,16,40,5.0,5.0,9.0,1.2,0.0,-2.6,0,6,0,0,10278,75,0,75,0,5,0,0,0,0,0
260,20180107,17,50,6.0,6.0,10.0,0.6,0.0,-2.8,0,0,0,0,10279,75,0,77,0,5,0,0,0,0,0
260,20180107,18,60,5.0,5.0,9.0,0.3,-0.6,-3.1,0,0,0,0,10285,75,0,77,0,5,0,0,0,0,0
260,20180107,19,60,6.0,6.0,10.0,0.3,0.0,-3.3,0,0,0,0,10285,75,0,76,0,5,0,0,0,0,0
260,20180107,20,70,6.0,6.0,11.0,0.0,0.0,-3.9,0,0,0,0,10286,75,0,75,0,5,0,0,0,0,0
260,20180107,21,60,7.0,6.0,12.0,-0.3,0.0,-4.2,0,0,0,0,10286,75,0,74,0,5,0,0,0,0,0
260,20180107,22,60,6.0,6.0,10.0,-0.7,0.0,-4.2,0,0,0,0,10288,75,0,76,0,5,0,0,0,0,0
260,20180107,23,70,6.0,6.0,10.0,-0.8,0.0,-4.1,0,0,0,0,10286,75,0,77,0,5,0,0,0,0,0
260,20180107,24,70,5.0,5.0,9.0,-1.0,-1.9,-3.9,0,0,0,0,10285,75,0,80,0,5,0,0,0,0,0
260,20180108,1,70,5.0,5.0,8.0,-1.2,0.0,-3.9,0,0,0,0,10279,70,0,82,0,5,0,0,0,0,0
260,20180108,2,70,5.0,5.0,9.0,-1.2,0.0,-3.7,0,0,0,0,10277,70,0,83,0,5,0,0,0,0,0
260,20180108,3,60,5.0,6.0,10.0,-1.0,0.0,-3.7,0,0,0,0,10275,70,8,82,0,5,0,0,0,0,0
260,20180108,4,70,6.0,6.0,10.0,-0.6,0.0,-3.6,0,0,0,0,10275,75,8,79,0,5,0,0,0,0,0
260,20180108,5,70,6.0,6.0,10.0,-0.4,0.0,-3.5,0,0,0,0,10269,75,8,79,0,5,0,0,0,0,0
260,20180108,6,70,6.0,6.0,10.0,-0.2,-2.0,-3.3,0,0,0,0,10267,75,8,79,0,5,0,0,0,0,0
260,20180108,7,60,6.0,6.0,10.0,0.0,0.0,-3.2,0,0,0,0,10264,75,6,78,0,5,0,0,0,0,0
260,20180108,8,70,6.0,5.0,10.0,-0.2,0.0,-3.1,0,0,0,0,10263,75,0,80,0,5,0,0,0,0,0
260,20180108,9,70,6.0,8.0,11.0,0.3,0.0,-2.8,5,16,0,0,10260,75,0,79,0,5,0,0,0,0,0
260,20180108,10,90,7.0,7.0,11.0,1.2,0.0,-2.3,10,45,0,0,10258,75,0,77,0,5,0,0,0,0,0
260,20180108,11,90,6.0,7.0,10.0,2.1,0.0,-1.9,10,69,0,0,10250,75,0,74,0,5,0,0,0,0,0
260,20180108,12,80,6.0,7.0,11.0,2.9,-0.8,-1.7,10,82,0,0,10241,75,0,72,0,5,0,0,0,0,0
260,20180108,13,90,7.0,7.0,11.0,3.4,0.0,-1.2,10,78,0,0,10232,75,0,71,0,5,0,0,0,0,0
260,20180108,14,90,7.0,6.0,11.0,3.9,0.0,-1.2,10,60,0,0,10227,80,0,69,0,5,0,0,0,0,0
260,20180108,15,90,5.0,6.0,9.0,3.7,0.0,-1.3,10,33,0,0,10222,75,1,70,0,5,0,0,0,0,0
260,20180108,16,80,5.0,5.0,8.0,2.9,0.0,-1.6,0,5,0,0,10219,75,2,72,0,5,0,0,0,0,0
260,20180108,17,80,6.0,6.0,10.0,2.6,0.0,-2.1,0,0,0,0,10214,75,6,71,0,5,0,0,0,0,0
260,20180108,18,80,5.0,5.0,9.0,1.7,0.8,-2.7,0,0,0,0,10211,75,1,72,0,5,0,0,0,0,0
260,20180108,19,80,5.0,5.0,9.0,1.3,0.0,-2.8,0,0,0,0,10209,75,8,73,0,5,0,0,0,0,0
260,20180108,20,90,4.0,4.0,8.0,1.2,0.0,-2.5,0,0,0,0,10204,75,8,76,0,5,0,0,0,0,0
260,20180108,21,80,4.0,4.0,7.0,1.1,0.0,-2.3,0,0,0,0,10198,75,7,78,0,5,0,0,0,0,0
260,20180108,22,90,5.0,5.0,9.0,1.1,0.0,-1.9,0,0,0,0,10191,75,8,80,0,5,0,0,0,0,0
260,20180108,23,90,5.0,6.0,8.0,1.3,0.0,-1.4,0,0,0,0,10184,70,8,81,0,5,0,0,0,0,0
260,20180108,24,80,5.0,5.0,8.0,1.2,0.0,-1.0,0,0,0,0,10175,68,8,84,0,5,0,0,0,0,0
260,20180109,1,80,5.0,4.0,8.0,0.7,0.0,-1.2,0,0,0,0,10165,66,8,87,0,5,0,0,0,0,0
260,20180109,2,80,5.0,6.0,9.0,0.9,0.0,-1.0,0,0,0,0,10156,67,8,87,0,5,0,0,0,0,0
260,20180109,3,70,6.0,7.0,10.0,0.8,0.0,-1.3,0,0,0,0,10141,70,8,86,0,5,0,0,0,0,0
260,20180109,4,80,4.0,4.0,9.0,0.3,0.0,-1.5,0,0,0,0,10145,69,8,87,0,5,0,0,0,0,0
260,20180109,5,80,3.0,3.0,6.0,-0.1,0.0,-1.7,0,0,0,0,10138,67,8,88,0,5,0,0,0,0,0
260,20180109,6,70,4.0,5.0,8.0,0.5,-0.8,-1.2,0,0,0,0,10123,66,8,88,0,5,0,0,0,0,0
260,20180109,7,90,5.0,5.0,9.0,0.4,0.0,-1.1,0,0,0,0,10122,64,8,89,0,5,0,0,0,0,0
260,20180109,8,100,4.0,3.0,7.0,0.0,0.0,-1.2,0,0,0,0,10115,62,8,91,0,5,0,0,0,0,0
260,20180109,9,90,3.0,3.0,5.0,0.3,0.0,-0.8,0,10,0,0,10111,60,8,91,0,5,0,0,0,0,0
260,20180109,10,100,2.0,2.0,4.0,0.9,0.0,-0.3,0,23,0,0,10106,59,8,92,10,7,0,0,0,0,0
260,20180109,11,130,2.0,3.0,4.0,2.1,0.0,0.7,0,34,0,0,10103,61,8,90,0,5,0,0,0,0,0
260,20180109,12,150,3.0,3.0,5.0,3.7,-0.7,1.7,3,60,0,0,10094,63,8,87,0,5,0,0,0,0,0
260,20180109,13,140,3.0,3.0,5.0,3.9,0.0,2.2,0,37,0,0,10089,61,8,88,0,5,0,0,0,0,0
260,20180109,14,130,3.0,3.0,4.0,4.4,0.0,2.6,0,16,0,0,10086,63,8,88,0,5,0,0,0,0,0
260,20180109,15,140,3.0,3.0,5.0,4.7,0.0,2.7,0,9,0,0,10085,63,8,87,0,5,0,0,0,0,0
260,20180109,16,140,3.0,2.0,4.0,4.3,0.0,2.8,0,1,0,0,10082,63,8,89,0,5,0,0,0,0,0
260,20180109,17,160,2.0,3.0,4.0,4.9,0.0,3.1,0,0,0,0,10085,64,8,88,0,5,0,0,0,0,0
260,20180109,18,160,3.0,3.0,4.0,5.0,3.6,3.3,0,0,0,0,10085,64,8,88,0,5,0,0,0,0,0
